Player,Country,Date of Birth,Player_ID
Armando Gonzalez,Paraguay,,PAR-GONZARMA-nan
Francisco Sosa,Paraguay,1918-01-01,PAR-SOSAFRAN-19180101
Julio Cesar Manzur,Paraguay,1981-01-22,PAR-MANZJULI-19810122
Dante Lopez,Paraguay,1983-08-16,PAR-LOPEDANT-19830816
Jose Montiel,Paraguay,1988-03-19,PAR-MONTJOSE-19880319
Alberto Gonzalez,Paraguay,1922-01-01,PAR-GONZALBE-19220101
Francisco Arce,Paraguay,1971-04-02,PAR-ARCEFRAN-19710402
Catalino Rivarola,Paraguay,1965-04-30,PAR-RIVACATA-19650430
Carlos Gamarra,Paraguay,1971-02-17,PAR-GAMACARL-19710217
Celso Ayala,Paraguay,1970-08-20,PAR-AYALCELS-19700820
Edgar Aguilera,Paraguay,1975-07-28,PAR-AGUIEDGA-19750728
Julio Cesar Yegros,Paraguay,1971-01-31,PAR-YEGRJULI-19710131
Aristides Rojas,Paraguay,1968-08-12,PAR-ROJAARIS-19680812
Agustin Miranda,Paraguay,1930-01-01,PAR-MIRAAGUS-19300101
Jose Cardozo,Paraguay,1971-03-19,PAR-CARDJOSE-19710319
Manuel Gavilan,Paraguay,1920-11-30,PAR-GAVIMANU-19201130
Aldo Bobadilla,Paraguay,1976-04-20,PAR-BOBAALDO-19760420
Carlos Bonet,Paraguay,1977-10-02,PAR-BONECARL-19771002
Julio dos Santos,Paraguay,1983-05-07,PAR-SANTJULI-19830507
Nelson Haedo Valdez,Paraguay,1983-11-28,PAR-VALDNELS-19831128
Cristian Riveros,Paraguay,1982-10-16,PAR-RIVECRIS-19821016
Jorge Nunez,Paraguay,1978-01-22,PAR-NUNEJORG-19780122
Gustavo Morinigo,Paraguay,1977-01-23,PAR-MORIGUST-19770123
Pedro Sarabia,Paraguay,1975-07-05,PAR-SARAPEDR-19750705
Oscar Aguilera,Paraguay,1935-03-11,PAR-AGUIOSCA-19350311
Claudio Morel,Paraguay,1978-02-02,PAR-MORECLAU-19780202
Jose Parodi,Paraguay,1932-08-30,PAR-PAROJOSE-19320830
Carlos Paredes,Paraguay,1976-07-16,PAR-PARECARL-19760716
Ricardo Rojas,Paraguay,1971-01-26,PAR-ROJARICA-19710126
Miguel Angel Benitez,Paraguay,1970-05-19,PAR-BENIMIGU-19700519
Julio Cesar Enciso,Paraguay,1974-08-05,PAR-ENCIJULI-19740805
Hugo Brizuela,Paraguay,1969-02-08,PAR-BRIZHUGO-19690208
Cesar Ramirez,Paraguay,1977-03-21,PAR-RAMICESA-19770321
Carlos Morales,Paraguay,1968-11-04,PAR-MORACARL-19681104
Denis Caniza,Paraguay,1974-08-29,PAR-CANIDENI-19740829
Jorge Luis Campos,Paraguay,1970-08-11,PAR-CAMPJORG-19700811
Ruben Ruiz Diaz,Paraguay,1969-11-11,PAR-DIAZRUBE-19691111
Dario Veron,Paraguay,1979-06-26,PAR-VERODARI-19790626
Dario Segovia,Paraguay,1932-03-18,PAR-SEGODARI-19320318
Florencio Amarilla,Paraguay,1935-01-03,PAR-AMARFLOR-19350103
Roberto Acuna,Paraguay,1972-03-25,PAR-ACUNROBE-19720325
Samuel Aguilar,Paraguay,1933-03-16,PAR-AGUISAMU-19330316
Salvador Villalba,Paraguay,1924-08-29,PAR-VILLSALV-19240829
Danilo Aceval,Paraguay,1975-09-15,PAR-ACEVDANI-19750915
Oscar Cardozo,Paraguay,1983-05-20,PAR-CARDOSCA-19830520
Edgar Benitez,Paraguay,1987-11-08,PAR-BENIEDGA-19871108
Jonathan Santana,Paraguay,1981-10-19,PAR-SANTJONA-19811019
Diego Barreto,Paraguay,1981-07-16,PAR-BARRDIEG-19810716
Jacinto Villalba,Paraguay,1914-09-19,PAR-VILLJACI-19140919
Julian Coronel,Paraguay,1958-10-23,PAR-COROJULI-19581023
Faustino Alonso,Paraguay,1961-02-15,PAR-ALONFAUS-19610215
Ramon Hicks,Paraguay,1959-05-30,PAR-HICKRAMO-19590530
Rolando Chilavert,Paraguay,1961-05-22,PAR-CHILROLA-19610522
Evaristo Isasi,Paraguay,1955-10-26,PAR-ISASEVAR-19551026
Ramon Mayeregger,Paraguay,1936-03-05,PAR-MAYERAMO-19360305
Edelmiro Arevalo,Paraguay,1929-01-07,PAR-AREVEDEL-19290107
Juan Vicente Lezcano,Paraguay,1937-04-05,PAR-LEZCJUAN-19370405
Ignacio Achucarro,Paraguay,1936-07-31,PAR-ACHUIGNA-19360731
Luis Gini,Paraguay,1935-10-31,PAR-GINILUIS-19351031
Luis Santos Silva,Paraguay,,PAR-SILVLUIS-nan
Pablo Centurion,Paraguay,,PAR-CENTPABL-nan
Gilberto Penayo,Paraguay,1933-04-03,PAR-PENAGILB-19330403
Santiago Benitez,Paraguay,1906-01-01,PAR-BENISANT-19060101
Eustacio Chamorro,Paraguay,,PAR-CHAMEUST-nan
Virginio Caceres,Paraguay,1962-05-21,PAR-CACEVIRG-19620521
Aureliano Torres,Paraguay,1982-06-16,PAR-TORRAURE-19820616
Victor Caceres,Paraguay,1985-03-25,PAR-CACEVICT-19850325
Aurelio Gonzalez,Paraguay,1905-09-25,PAR-GONZAURE-19050925
Tranquilino Garcete,Paraguay,1907-01-01,PAR-GARCTRAN-19070101
Salvador Flores,Paraguay,1906-01-01,PAR-FLORSALV-19060101
Diego Florentin,Paraguay,,PAR-FLORDIEG-nan
Romildo Etcheverry,Paraguay,1906-11-15,PAR-ETCHROMI-19061115
Diego Gavilan,Paraguay,1980-03-01,PAR-GAVIDIEG-19800301
Justo Villar,Paraguay,1977-06-30,PAR-VILLJUST-19770630
Roque Santa Cruz,Paraguay,1981-08-16,PAR-CRUZROQU-19810816
Guido Alvarenga,Paraguay,1970-08-24,PAR-ALVAGUID-19700824
Jose Miracca,Paraguay,1903-09-23,PAR-MIRAJOSE-19030923
Amadeo Ortega,Paraguay,,PAR-ORTEAMAD-nan
Lino Nessi,Paraguay,1905-09-23,PAR-NESSLINO-19050923
Francisco Aguirre,Paraguay,1907-11-30,PAR-AGUIFRAN-19071130
Luis Caballero,Paraguay,1962-09-17,PAR-CABALUIS-19620917
Pedro Benitez,Paraguay,1901-01-12,PAR-BENIPEDR-19010112
Francisco Alcaraz,Paraguay,1960-10-04,PAR-ALCAFRAN-19601004
Jorge Guasch,Paraguay,1961-01-17,PAR-GUASJORG-19610117
Luis Vargas Pena,Paraguay,1905-04-23,PAR-PENALUIS-19050423
Gerardo Romero,Paraguay,1906-01-01,PAR-ROMEGERA-19060101
Buenaventura Ferreira,Paraguay,1960-07-04,PAR-FERRBUEN-19600704
Modesto Denis,Paraguay,1898-06-15,PAR-DENIMODE-18980615
Julio Cesar Romero,Paraguay,1960-08-28,PAR-ROMEJULI-19600828
Roberto Cabanas,Paraguay,1961-04-11,PAR-CABAROBE-19610411
Adolfino Canete,Paraguay,1956-09-13,PAR-CANEADOL-19560913
Eusebio Diaz,Paraguay,1898-06-21,PAR-DIAZEUSE-18980621
Alfredo Mendoza,Paraguay,1963-12-31,PAR-MENDALFR-19631231
Saguier Carreras,Paraguay,,PAR-CARRSAGU-nan
Jorge Battaglia,Paraguay,1960-05-12,PAR-BATTJORG-19600512
Delfin Benitez Caceres,Paraguay,1910-09-24,PAR-CACEDELF-19100924
Eufemio Cabral,Paraguay,1955-03-21,PAR-CABREUFE-19550321
Quiterio Olmedo,Paraguay,1901-05-22,PAR-OLMEQUIT-19010522
Bernabe Rivera,Paraguay,,PAR-RIVEBERN-nan
Estanislao Struway,Paraguay,1968-06-25,PAR-STRUESTA-19680625
Jose Luis Chilavert,Paraguay,1965-07-27,PAR-CHILJOSE-19650727
Jorge Lino Romero,Paraguay,1937-09-23,PAR-ROMEJORG-19370923
Juan Canete,Paraguay,1929-07-27,PAR-CANEJUAN-19290727
Lorenzo Calonga,Paraguay,1929-08-28,PAR-CALOLORE-19290828
Claudio Lezcano,Paraguay,,PAR-LEZCCLAU-nan
Antonio Cabrera,Paraguay,,PAR-CABRANTO-nan
Angel Berni,Paraguay,1931-01-09,PAR-BERNANGE-19310109
Marcial Avalos,Paraguay,1921-12-05,PAR-AVALMARC-19211205
Enrique Avalos,Paraguay,1922-01-01,PAR-AVALENRI-19220101
Eligio Insfran,Paraguay,1935-10-27,PAR-INSFELIG-19351027
Cayetano Re,Paraguay,1938-02-07,PAR-RECAYE-19380207
Jose Raul Aveiro,Paraguay,1936-07-18,PAR-AVEIJOSE-19360718
Eliseo Insfran,Paraguay,1935-10-27,PAR-INSFELIS-19351027
Castor Cantero,Paraguay,1918-01-12,PAR-CANTCAST-19180112
Richart Baez,Paraguay,1973-07-31,PAR-BAEZRICH-19730731
Juan Bautista Aguero,Paraguay,1935-06-24,PAR-AGUEJUAN-19350624
Rogelio Delgado,Paraguay,1959-10-12,PAR-DELGROGE-19591012
Melanio Baez,Paraguay,,PAR-BAEZMELA-nan
Nelson Cuevas,Paraguay,1980-01-10,PAR-CUEVNELS-19800110
Juan Carlos Franco,Paraguay,1973-04-17,PAR-FRANJUAN-19730417
Ricardo Tavarelli,Paraguay,1970-08-02,PAR-TAVARICA-19700802
Julio Cesar Caceres,Paraguay,1979-10-05,PAR-CACEJULI-19791005
Daniel Sanabria,Paraguay,1977-02-08,PAR-SANADANI-19770208
Jorge Amado Nunes,Paraguay,1961-10-18,PAR-NUNEJORG-19611018
Nestor Ortigoza,Paraguay,1984-10-07,PAR-ORTINEST-19841007
Antolin Alcaraz,Paraguay,1982-07-30,PAR-ALCAANTO-19820730
Rodolfo Gamarra,Paraguay,1988-12-10,PAR-GAMARODO-19881210
Lucas Barrios,Paraguay,1984-11-13,PAR-BARRLUCA-19841113
Diogenes Dominguez,Paraguay,1902-01-01,PAR-DOMIDIOG-19020101
Enrique Vera,Paraguay,1979-03-10,PAR-VERAENRI-19790310
Eligio Echague,Paraguay,1938-12-31,PAR-ECHAELIG-19381231
Vladimiro Schettina,Paraguay,1955-10-08,PAR-SCHEVLAD-19551008
Cesar Zabala,Paraguay,1961-06-03,PAR-ZABACESA-19610603
Roberto Fernandez,Paraguay,1954-07-09,PAR-FERNROBE-19540709
Juan Torales,Paraguay,1956-05-09,PAR-TORAJUAN-19560509
Jose Maria Lavalle,Peru,1911-06-05,PER-LAVAJOSE-19110605
Andy Polo,Peru,1994-09-29,PER-POLOANDY-19940929
Christian Ramos,Peru,1988-11-04,PER-RAMOCHRI-19881104
Andre Carrillo,Peru,1991-06-14,PER-CARRANDR-19910614
Edison Flores,Peru,1994-05-14,PER-FLOREDIS-19940514
Yoshimar Yotun,Peru,1990-04-07,PER-YOTUYOSH-19900407
Jose Carvallo,Peru,1986-03-01,PER-CARVJOSE-19860301
Jose Gonzalez,Peru,1954-07-10,PER-GONZJOSE-19540710
Wilder Cartagena,Peru,1994-09-23,PER-CARTWILD-19940923
Luis Reyna,Peru,1959-05-16,PER-REYNLUIS-19590516
Roberto Mosquera,Peru,1956-06-21,PER-MOSQROBE-19560621
Alfredo Quesada,Peru,1949-09-22,PER-QUESALFR-19490922
Raul Gorriti,Peru,1956-10-10,PER-GORRRAUL-19561010
German Leguia,Peru,1954-01-02,PER-LEGUGERM-19540102
Jose Navarro,Peru,1948-09-24,PER-NAVAJOSE-19480924
Juan Caceres,Peru,1949-12-27,PER-CACEJUAN-19491227
Juan Carlos Oblitas,Peru,1951-02-16,PER-OBLIJUAN-19510216
Cesar Cueto,Peru,1952-06-16,PER-CUETCESA-19520616
Nilson Loyola,Peru,1994-10-26,PER-LOYONILS-19941026
Juan Munante,Peru,1948-06-12,PER-MUNAJUAN-19480612
Percy Rojas,Peru,1949-09-16,PER-ROJAPERC-19490916
Pedro Aquino,Peru,1995-04-13,PER-AQUIPEDR-19950413
Carlos Caceda,Peru,1991-09-27,PER-CACECARL-19910927
Juan Valdivieso,Peru,1910-05-06,PER-VALDJUAN-19100506
Jose Velasquez,Peru,1952-06-04,PER-VELAJOSE-19520604
Mario de las Casas,Peru,1901-01-31,PER-CASAMARI-19010131
Paolo Guerrero,Peru,1984-01-01,PER-GUERPAOL-19840101
Jefferson Farfan,Peru,1984-10-26,PER-FARFJEFF-19841026
Raul Ruidiaz,Peru,1990-07-25,PER-RUIDRAUL-19900725
Luis Advincula,Peru,1990-03-02,PER-ADVILUIS-19900302
Renato Tapia,Peru,1995-07-28,PER-TAPIRENA-19950728
Alberto Denegri,Peru,1906-08-07,PER-DENEALBE-19060807
Arturo Fernandez,Peru,1910-02-03,PER-FERNARTU-19100203
Placido Galindo,Peru,1906-03-09,PER-GALIPLAC-19060309
Domingo Garcia,Peru,1904-11-30,PER-GARCDOMI-19041130
Julio Lores,Peru,1908-09-15,PER-LOREJULI-19080915
Antonio Maquilon,Peru,1902-11-29,PER-MAQUANTO-19021129
Demetrio Neyra,Peru,1908-12-15,PER-NEYRDEME-19081215
Pablo Pacheco,Peru,1908-06-22,PER-PACHPABL-19080622
Jorge Pardon,Peru,1905-03-04,PER-PARDJORG-19050304
Julio Quintana,Peru,1904-07-13,PER-QUINJULI-19040713
Lizardo Rodriguez Nue,Peru,1910-08-30,PER-NUELIZA-19100830
Jorge Sarmiento,Peru,1900-11-02,PER-SARMJORG-19001102
Alberto Soria,Peru,1906-03-10,PER-SORIALBE-19060310
Luis de Souza,Peru,1908-10-06,PER-SOUZLUIS-19081006
Alejandro Villanueva,Peru,1908-06-04,PER-VILLALEJ-19080604
Ruben Toribio Diaz,Peru,1952-04-17,PER-DIAZRUBE-19520417
Guillermo La Rosa,Peru,1952-06-06,PER-ROSAGUIL-19520606
Jaime Duarte,Peru,1955-02-27,PER-DUARJAIM-19550227
Nicolas Fuentes,Peru,1941-12-20,PER-FUENNICO-19411220
Pedro Gonzalez,Peru,1943-05-19,PER-GONZPEDR-19430519
Jose Fernandez,Peru,1939-02-14,PER-FERNJOSE-19390214
Javier Gonzalez,Peru,1939-05-11,PER-GONZJAVI-19390511
Teofilo Cubillas,Peru,1949-03-08,PER-CUBITEOF-19490308
Luis Cruzado,Peru,1941-07-06,PER-CRUZLUIS-19410706
Jose del Castillo,Peru,1943-01-01,PER-CASTJOSE-19430101
Pedro Pablo Leon,Peru,1943-03-26,PER-LEONPEDR-19430326
Julio Baylon,Peru,1947-12-10,PER-BAYLJULI-19471210
Roberto Challe,Peru,1946-11-24,PER-CHALROBE-19461124
Ramon Mifflin,Peru,1947-04-05,PER-MIFFRAMO-19470405
Eladio Reyes,Peru,1948-01-08,PER-REYEELAD-19480108
Hugo Sotil,Peru,1949-05-18,PER-SOTIHUGO-19490518
Jesus Goyzueta,Peru,1947-01-01,PER-GOYZJESU-19470101
Oswaldo Ramirez,Peru,1947-03-29,PER-RAMIOSWA-19470329
Hector Chumpitaz,Peru,1944-04-12,PER-CHUMHECT-19440412
Orlando de la Torre,Peru,1943-11-21,PER-TORRORLA-19431121
Eloy Campos,Peru,1942-05-31,PER-CAMPELOY-19420531
Luis Rubinos,Peru,1940-12-31,PER-RUBILUIS-19401231
Ruben Correa,Peru,1941-07-25,PER-CORRRUBE-19410725
Rodolfo Manzo,Peru,1949-06-05,PER-MANZRODO-19490605
Felix Salinas,Peru,1939-05-11,PER-SALIFELI-19390511
Anderson Santamaria,Peru,1992-01-10,PER-SANTANDE-19920110
Alberto Gallardo,Peru,1940-11-28,PER-GALLALBE-19401128
Eusebio Acasuzo,Peru,1952-04-08,PER-ACASEUSE-19520408
Carlos Cilloniz,Peru,1910-07-01,PER-CILLCARL-19100701
Eduardo Astengo,Peru,1909-06-26,PER-ASTEEDUA-19090626
Ottorino Sartor,Peru,1945-09-18,PER-SARTOTTO-19450918
Ramon Quiroga,Peru,1950-07-23,PER-QUIRRAMO-19500723
Eduardo Malasquez,Peru,1957-10-13,PER-MALAEDUA-19571013
Aldo Corzo,Peru,1989-05-20,PER-CORZALDO-19890520
Franco Navarro,Peru,1961-11-10,PER-NAVAFRAN-19611110
Jorge Olaechea,Peru,1956-08-27,PER-OLAEJORG-19560827
Miguel Gutierrez,Peru,1956-11-19,PER-GUTIMIGU-19561119
Christian Cueva,Peru,1991-11-23,PER-CUEVCHRI-19911123
Ernesto Labarthe,Peru,1956-06-02,PER-LABAERNE-19560602
Miguel Trauco,Peru,1992-08-25,PER-TRAUMIGU-19920825
Paolo Hurtado,Peru,1990-07-27,PER-HURTPAOL-19900727
Hugo Gastulo,Peru,1958-01-09,PER-GASTHUGO-19580109
Geronimo Barbadillo,Peru,1952-09-24,PER-BARBGERO-19520924
Julio Cesar Uribe,Peru,1958-05-09,PER-URIBJULI-19580509
Salvador Salguero,Peru,1951-08-10,PER-SALGSALV-19510810
Pedro Gallese,Peru,1990-02-23,PER-GALLPEDR-19900223
Roberto Rojas,Peru,1955-10-26,PER-ROJAROBE-19551026
Alberto Rodriguez,Peru,1984-03-31,PER-RODRALBE-19840331
Miguel Araujo,Peru,1994-10-24,PER-ARAUMIGU-19941024
Oscar Arizaga,Peru,1957-08-20,PER-ARIZOSCA-19570820
Leonard Piatek,Poland,1913-10-03,POL-PIATLEON-19131003
Kazimierz Lis,Poland,1910-04-09,POL-LISKAZI-19100409
Kazimierz Kmiecik,Poland,1951-09-19,POL-KMIEKAZI-19510919
Zdzisław Kapka,Poland,1954-12-07,POL-KAPKZDZI-19541207
Erwin Nyc,Poland,1914-05-24,POL-NYCERWI-19140524
Edmund Tworz,Poland,1914-02-12,POL-TWOREDMU-19140212
Edward Madejski,Poland,1914-08-11,POL-MADEEDWA-19140811
Marek Kusto,Poland,1954-04-29,POL-KUSTMARE-19540429
Edmund Giemsa,Poland,1912-10-16,POL-GIEMEDMU-19121016
Bolesław Habowski,Poland,1914-09-13,POL-HABOBOLE-19140913
Wilhelm Gora,Poland,1916-01-18,POL-GORAWILH-19160118
Antoni Gałecki,Poland,1906-06-04,POL-GAŁEANTO-19060604
Ewald Dytko,Poland,1914-10-18,POL-DYTKEWAL-19141018
Ewald Cebula,Poland,1917-03-22,POL-CEBUEWAL-19170322
Walter Brom,Poland,1921-02-14,POL-BROMWALT-19210214
Antoni Łyko,Poland,1907-05-27,POL-ŁYKOANTO-19070527
Jozef Korbas,Poland,1914-11-11,POL-KORBJOZE-19141111
Ryszard Piec,Poland,1913-08-17,POL-PIECRYSZ-19130817
Adam Nawałka,Poland,1957-10-23,POL-NAWAADAM-19571023
Fryderyk Scherfke,Poland,1909-09-07,POL-SCHEFRYD-19090907
Mirosław Justek,Poland,1948-09-23,POL-JUSTMIRO-19480923
Lesław Cmikiewicz,Poland,1948-08-25,POL-CMIKLESŁ-19480825
Adam Musiał,Poland,1948-12-18,POL-MUSIADAM-19481218
Władysław Zmuda,Poland,1954-06-06,POL-ZMUDWŁAD-19540606
Mirosław Bulzacki,Poland,1951-10-23,POL-BULZMIRO-19511023
Henryk Wieczorek,Poland,1949-12-14,POL-WIECHENR-19491214
Jerzy Gorgon,Poland,1949-07-18,POL-GORGJERZ-19490718
Zbigniew Gut,Poland,1949-04-17,POL-GUTZBIG-19490417
Włodzimierz Mazur,Poland,1954-04-18,POL-MAZUWŁOD-19540418
Andrzej Iwan,Poland,1959-11-10,POL-IWANANDR-19591110
Wojciech Rudy,Poland,1952-10-24,POL-RUDYWOJC-19521024
Bohdan Masztaler,Poland,1949-09-19,POL-MASZBOHD-19490919
Robert Gadocha,Poland,1946-01-10,POL-GADOROBE-19460110
Tomasz Kłos,Poland,1973-03-07,POL-KŁOSTOMA-19730307
Jan Domarski,Poland,1946-10-28,POL-DOMAJAN-19461028
Stanisław Baran,Poland,1920-04-26,POL-BARASTAN-19200426
Władysław Szczepaniak,Poland,1910-05-19,POL-SZCZWŁAD-19100519
Wilhelm Piec,Poland,1915-01-07,POL-PIECWILH-19150107
Janusz Kupcewicz,Poland,1955-12-09,POL-KUPCJANU-19551209
Gerard Wodarz,Poland,1913-08-10,POL-WODAGERA-19130810
Jakub Kiwior,Poland,2000-02-15,POL-KIWIJAKU-20000215
Roman Wojcicki,Poland,1958-01-08,POL-WOJCROMA-19580108
Zygmunt Kukla,Poland,1948-01-21,POL-KUKLZYGM-19480121
Antoni Szymanowski,Poland,1951-01-13,POL-SZYMANTO-19510113
Zygmunt Kalinowski,Poland,1949-05-02,POL-KALIZYGM-19490502
Jan Tomaszewski,Poland,1948-01-09,POL-TOMAJAN-19480109
Andrzej Fischer,Poland,1952-01-15,POL-FISCANDR-19520115
Zdzisław Kostrzewa,Poland,1955-10-26,POL-KOSTZDZI-19551026
Sebastian Szymanski,Poland,1999-05-10,POL-SZYMSEBA-19990510
Nicola Zalewski,Poland,2002-01-23,POL-ZALENICO-20020123
Kamil Grabara,Poland,1999-01-08,POL-GRABKAMI-19990108
Przemysław Frankowski,Poland,1995-04-12,POL-FRANPRZE-19950412
Robert Gumny,Poland,1998-06-04,POL-GUMNROBE-19980604
Michał Skoras,Poland,2000-02-15,POL-SKORMICH-20000215
Ernst Wilimowski,Poland,1916-06-23,POL-WILIERNS-19160623
Krzysztof Piatek,Poland,1995-07-01,POL-PIATKRZY-19950701
Jan Wasiewicz,Poland,1911-01-06,POL-WASIJAN-19110106
Kazimierz Deyna,Poland,1947-10-23,POL-DEYNKAZI-19471023
Karol Swiderski,Poland,1997-01-23,POL-SWIDKARO-19970123
Włodzimierz Lubanski,Poland,1947-02-28,POL-LUBAWŁOD-19470228
Szymon Zurkowski,Poland,1997-09-25,POL-ZURKSZYM-19970925
Maciej Rybus,Poland,1989-08-19,POL-RYBUMACI-19890819
Jakub Kaminski,Poland,2002-06-05,POL-KAMIJAKU-20020605
Łukasz Skorupski,Poland,1991-05-05,POL-SKORŁUKA-19910505
Damian Szymanski,Poland,1995-06-16,POL-SZYMDAMI-19950616
Krystian Bielik,Poland,1998-01-04,POL-BIELKRYS-19980104
Mateusz Wieteska,Poland,1997-02-11,POL-WIETMATE-19970211
Matty Cash,Poland,1997-08-07,POL-CASHMATT-19970807
Wojciech Szczesny,Poland,1990-04-18,POL-SZCZWOJC-19900418
Michał Pazdan,Poland,1987-09-21,POL-PAZDMICH-19870921
Artur Jedrzejczyk,Poland,1987-11-04,POL-JEDRARTU-19871104
Thiago Cionek,Poland,1986-04-21,POL-CIONTHIA-19860421
Jan Bednarek,Poland,1996-04-12,POL-BEDNJAN-19960412
Jacek Goralski,Poland,1992-09-21,POL-GORAJACE-19920921
Arkadiusz Milik,Poland,1994-02-28,POL-MILIARKA-19940228
Karol Linetty,Poland,1995-02-02,POL-LINEKARO-19950202
Robert Lewandowski,Poland,1988-08-21,POL-LEWAROBE-19880821
Kamil Grosicki,Poland,1988-06-08,POL-GROSKAMI-19880608
Bartosz Białkowski,Poland,1987-07-06,POL-BIAŁBART-19870706
Zbigniew Boniek,Poland,1956-03-03,POL-BONIZBIG-19560303
Henryk Kasperczak,Poland,1946-07-10,POL-KASPHENR-19460710
Henryk Maculewicz,Poland,1950-04-24,POL-MACUHENR-19500424
Roman Jakobczak,Poland,1946-02-26,POL-JAKOROMA-19460226
Kamil Glik,Poland,1988-02-03,POL-GLIKKAMI-19880203
Łukasz Teodorczyk,Poland,1991-06-03,POL-TEODŁUKA-19910603
Paweł Sibik,Poland,1971-02-15,POL-SIBIPAWE-19710215
Adam Matysek,Poland,1968-07-19,POL-MATYADAM-19680719
Marek Kozminski,Poland,1971-02-07,POL-KOZMMARE-19710207
Jacek Bak,Poland,1973-03-24,POL-BAKJACE-19730324
Maciej Zurawski,Poland,1976-09-12,POL-ZURAMACI-19760912
Jacek Krzynowek,Poland,1976-05-15,POL-KRZYJACE-19760515
Arkadiusz Bak,Poland,1974-10-06,POL-BAKARKA-19741006
Maciej Murawski,Poland,1974-02-20,POL-MURAMACI-19740220
Tomasz Wałdoch,Poland,1971-05-10,POL-WAŁDTOMA-19710510
Marcin Zewłakow,Poland,1976-04-22,POL-ZEWŁMARC-19760422
Arkadiusz Głowacki,Poland,1979-03-13,POL-GŁOWARKA-19790313
Emmanuel Olisadebe,Poland,1978-12-22,POL-OLISEMMA-19781222
Grzegorz Rasiak,Poland,1979-01-12,POL-RASIGRZE-19790112
Ryszard Komornicki,Poland,1959-08-14,POL-KOMORYSZ-19590814
Sebastian Mila,Poland,1982-07-10,POL-MILASEBA-19820710
Mirosław Szymkowiak,Poland,1976-11-12,POL-SZYMMIRO-19761112
Paweł Janas,Poland,1953-03-04,POL-JANAPAWE-19530304
Bartosz Bereszynski,Poland,1992-07-12,POL-BEREBART-19920712
Radosław Majdan,Poland,1972-05-10,POL-MAJDRADO-19720510
Zygmunt Maszczyk,Poland,1945-05-03,POL-MASZZYGM-19450503
Jakub Błaszczykowski,Poland,1985-12-14,POL-BŁASJAKU-19851214
Cezary Kucharski,Poland,1972-02-17,POL-KUCHCEZA-19720217
Piotr Zielinski,Poland,1994-05-20,POL-ZIELPIOT-19940520
Piotr Swierczewski,Poland,1972-04-08,POL-SWIEPIOT-19720408
Tomasz Hajto,Poland,1972-10-16,POL-HAJTTOMA-19721016
Łukasz Piszczek,Poland,1985-06-03,POL-PISZŁUKA-19850603
Dawid Kownacki,Poland,1997-03-14,POL-KOWNDAWI-19970314
Paweł Kryszałowicz,Poland,1974-06-23,POL-KRYSPAWE-19740623
Artur Boruc,Poland,1980-02-20,POL-BORUARTU-19800220
Mariusz Jop,Poland,1978-08-03,POL-JOPMARI-19780803
Seweryn Gancarczyk,Poland,1981-11-22,POL-GANCSEWE-19811122
Marcin Baszczynski,Poland,1977-06-07,POL-BASZMARC-19770607
Kamil Kosowski,Poland,1977-08-30,POL-KOSOKAMI-19770830
Radosław Sobolewski,Poland,1976-12-13,POL-SOBORADO-19761213
Rafał Kurzawa,Poland,1993-01-29,POL-KURZRAFA-19930129
Radosław Kałuzny,Poland,1974-02-02,POL-KAŁURADO-19740202
Sławomir Peszko,Poland,1985-02-19,POL-PESZSŁAW-19850219
Piotr Skrobowski,Poland,1961-10-16,POL-SKROPIOT-19611016
Tomasz Rzasa,Poland,1973-03-11,POL-RZASTOMA-19730311
Waldemar Matysik,Poland,1961-09-27,POL-MATYWALD-19610927
Ireneusz Jelen,Poland,1981-04-09,POL-JELEIREN-19810409
Tomasz Kuszczak,Poland,1982-03-23,POL-KUSZTOMA-19820323
Łukasz Fabianski,Poland,1985-04-18,POL-FABIŁUKA-19850418
Dariusz Kubicki,Poland,1963-06-06,POL-KUBIDARI-19630606
Michał Zewłakow,Poland,1976-04-22,POL-ZEWŁMICH-19760422
Jan Furtok,Poland,1962-03-09,POL-FURTJAN-19620309
Dariusz Dziekanowski,Poland,1962-09-30,POL-DZIEDARI-19620930
Piotr Giza,Poland,1980-02-28,POL-GIZAPIOT-19800228
Kazimierz Przybys,Poland,1960-07-11,POL-PRZYKAZI-19600711
Krzysztof Pawlak,Poland,1958-02-12,POL-PAWLKRZY-19580212
Paweł Brozek,Poland,1983-04-21,POL-BROZPAWE-19830421
Grzegorz Krychowiak,Poland,1990-01-29,POL-KRYCGRZE-19900129
Jerzy Dudek,Poland,1973-03-23,POL-DUDEJERZ-19730323
Andrzej Szarmach,Poland,1950-10-03,POL-SZARANDR-19501003
Grzegorz Lato,Poland,1950-04-08,POL-LATOGRZE-19500408
Jan Jałocha,Poland,1957-07-18,POL-JAŁOJAN-19570718
Jozef Wandzik,Poland,1963-08-13,POL-WANDJOZE-19630813
Bartosz Bosacki,Poland,1975-12-20,POL-BOSABART-19751220
Jacek Zielinski,Poland,1967-10-10,POL-ZIELJACE-19671010
Dariusz Dudka,Poland,1983-12-09,POL-DUDKDARI-19831209
Włodzimierz Smolarek,Poland,1957-07-16,POL-SMOLWŁOD-19570716
Mariusz Lewandowski,Poland,1979-05-18,POL-LEWAMARI-19790518
Andrzej Buncol,Poland,1959-09-21,POL-BUNCANDR-19590921
Andrzej Pałasz,Poland,1960-07-22,POL-PAŁAANDR-19600722
